date,device_category,source,medium,source_medium,channel_group,sessions,view_item_sessions,add_to_cart_sessions,checkout_sessions,purchase_sessions,session_to_view_rate,view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,session_to_purchase_rate
2020-11-09,desktop,(direct),(none),(direct) / (none),Direct,475,115,0,24,6,0.24210526315789474,0.0,,0.25,0.01263157894736842
2020-11-09,desktop,<Other>,organic,<Other> / organic,Organic Search,56,10,0,1,1,0.17857142857142858,0.0,,1.0,0.017857142857142856
2020-11-09,desktop,google,organic,google / organic,Organic Search,561,134,0,20,5,0.23885918003565063,0.0,,0.25,0.008912655971479501
2020-11-09,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,145,30,0,8,3,0.20689655172413793,0.0,,0.375,0.020689655172413793
2020-11-09,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,4,0,0,0,0,0.0,,,,0.0
2020-11-09,desktop,<Other>,<Other>,<Other> / <Other>,Other,260,70,0,11,3,0.2692307692307692,0.0,,0.2727272727272727,0.011538461538461539
2020-11-09,desktop,google,cpc,google / cpc,Paid Search,79,19,0,4,0,0.24050632911392406,0.0,,0.0,0.0
2020-11-09,desktop,<Other>,referral,<Other> / referral,Referral,178,41,0,6,3,0.2303370786516854,0.0,,0.5,0.016853932584269662
2020-11-09,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,151,37,0,6,2,0.24503311258278146,0.0,,0.3333333333333333,0.013245033112582781
2020-11-09,mobile,(direct),(none),(direct) / (none),Direct,306,81,0,18,5,0.2647058823529412,0.0,,0.2777777777777778,0.016339869281045753
2020-11-09,mobile,<Other>,organic,<Other> / organic,Organic Search,30,9,0,1,0,0.3,0.0,,0.0,0.0
2020-11-09,mobile,google,organic,google / organic,Organic Search,394,94,0,17,5,0.23857868020304568,0.0,,0.29411764705882354,0.012690355329949238
2020-11-09,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,86,15,0,4,3,0.1744186046511628,0.0,,0.75,0.03488372093023256
2020-11-09,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2020-11-09,mobile,<Other>,<Other>,<Other> / <Other>,Other,190,50,0,7,3,0.2631578947368421,0.0,,0.42857142857142855,0.015789473684210527
2020-11-09,mobile,google,cpc,google / cpc,Paid Search,42,8,0,0,0,0.19047619047619047,0.0,,,0.0
2020-11-09,mobile,<Other>,referral,<Other> / referral,Referral,115,34,0,4,0,0.2956521739130435,0.0,,0.0,0.0
2020-11-09,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,113,32,0,6,3,0.2831858407079646,0.0,,0.5,0.02654867256637168
2020-11-09,tablet,(direct),(none),(direct) / (none),Direct,19,5,0,0,0,0.2631578947368421,0.0,,,0.0
2020-11-09,tablet,<Other>,organic,<Other> / organic,Organic Search,5,3,0,0,0,0.6,0.0,,,0.0
2020-11-09,tablet,google,organic,google / organic,Organic Search,35,2,0,0,0,0.05714285714285714,0.0,,,0.0
2020-11-09,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,9,0,0,0,0,0.0,,,,0.0
2020-11-09,tablet,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-11-09,tablet,<Other>,<Other>,<Other> / <Other>,Other,9,3,0,0,0,0.3333333333333333,0.0,,,0.0
2020-11-09,tablet,google,cpc,google / cpc,Paid Search,2,0,0,0,0,0.0,,,,0.0
2020-11-09,tablet,<Other>,referral,<Other> / referral,Referral,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-09,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,10,0,0,0,0,0.0,,,,0.0
2020-11-10,desktop,(direct),(none),(direct) / (none),Direct,520,132,0,29,13,0.25384615384615383,0.0,,0.4482758620689655,0.025
2020-11-10,desktop,<Other>,organic,<Other> / organic,Organic Search,54,13,0,1,0,0.24074074074074073,0.0,,0.0,0.0
2020-11-10,desktop,google,organic,google / organic,Organic Search,667,153,0,21,9,0.22938530734632684,0.0,,0.42857142857142855,0.013493253373313344
2020-11-10,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,158,35,0,5,2,0.22151898734177214,0.0,,0.4,0.012658227848101266
2020-11-10,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,5,2,0,2,0,0.4,0.0,,0.0,0.0
2020-11-10,desktop,<Other>,<Other>,<Other> / <Other>,Other,301,84,0,14,6,0.27906976744186046,0.0,,0.42857142857142855,0.019933554817275746
2020-11-10,desktop,google,cpc,google / cpc,Paid Search,87,26,0,4,0,0.2988505747126437,0.0,,0.0,0.0
2020-11-10,desktop,<Other>,referral,<Other> / referral,Referral,216,50,0,11,2,0.23148148148148148,0.0,,0.18181818181818182,0.009259259259259259
2020-11-10,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,198,59,0,8,3,0.29797979797979796,0.0,,0.375,0.015151515151515152
2020-11-10,mobile,(direct),(none),(direct) / (none),Direct,332,84,0,15,3,0.25301204819277107,0.0,,0.2,0.009036144578313253
2020-11-10,mobile,<Other>,organic,<Other> / organic,Organic Search,42,11,0,3,2,0.2619047619047619,0.0,,0.6666666666666666,0.047619047619047616
2020-11-10,mobile,google,organic,google / organic,Organic Search,474,124,0,18,6,0.2616033755274262,0.0,,0.3333333333333333,0.012658227848101266
2020-11-10,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,114,24,0,9,6,0.21052631578947367,0.0,,0.6666666666666666,0.05263157894736842
2020-11-10,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,2,0,0,0,1.0,0.0,,,0.0
2020-11-10,mobile,<Other>,<Other>,<Other> / <Other>,Other,207,45,0,11,4,0.21739130434782608,0.0,,0.36363636363636365,0.01932367149758454
2020-11-10,mobile,google,cpc,google / cpc,Paid Search,70,17,0,5,2,0.24285714285714285,0.0,,0.4,0.02857142857142857
2020-11-10,mobile,<Other>,referral,<Other> / referral,Referral,169,43,0,6,2,0.25443786982248523,0.0,,0.3333333333333333,0.011834319526627219
2020-11-10,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,150,30,0,9,4,0.2,0.0,,0.4444444444444444,0.02666666666666667
2020-11-10,tablet,(direct),(none),(direct) / (none),Direct,9,1,0,0,0,0.1111111111111111,0.0,,,0.0
2020-11-10,tablet,google,organic,google / organic,Organic Search,21,9,0,0,0,0.42857142857142855,0.0,,,0.0
2020-11-10,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,8,1,0,0,0,0.125,0.0,,,0.0
2020-11-10,tablet,<Other>,<Other>,<Other> / <Other>,Other,16,4,0,1,0,0.25,0.0,,0.0,0.0
2020-11-10,tablet,google,cpc,google / cpc,Paid Search,2,0,0,0,0,0.0,,,,0.0
2020-11-10,tablet,<Other>,referral,<Other> / referral,Referral,8,2,0,0,0,0.25,0.0,,,0.0
2020-11-10,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,5,3,0,0,0,0.6,0.0,,,0.0
2020-11-11,desktop,(direct),(none),(direct) / (none),Direct,484,118,0,12,5,0.24380165289256198,0.0,,0.4166666666666667,0.010330578512396695
2020-11-11,desktop,<Other>,organic,<Other> / organic,Organic Search,59,17,0,2,0,0.288135593220339,0.0,,0.0,0.0
2020-11-11,desktop,google,organic,google / organic,Organic Search,702,153,0,26,7,0.21794871794871795,0.0,,0.2692307692307692,0.009971509971509971
2020-11-11,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,173,48,0,11,4,0.2774566473988439,0.0,,0.36363636363636365,0.023121387283236993
2020-11-11,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,4,0,0,0,0,0.0,,,,0.0
2020-11-11,desktop,<Other>,<Other>,<Other> / <Other>,Other,324,79,0,11,6,0.24382716049382716,0.0,,0.5454545454545454,0.018518518518518517
2020-11-11,desktop,google,cpc,google / cpc,Paid Search,99,23,0,3,2,0.23232323232323232,0.0,,0.6666666666666666,0.020202020202020204
2020-11-11,desktop,<Other>,referral,<Other> / referral,Referral,196,50,0,14,8,0.25510204081632654,0.0,,0.5714285714285714,0.04081632653061224
2020-11-11,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,193,56,0,12,5,0.29015544041450775,0.0,,0.4166666666666667,0.025906735751295335
2020-11-11,mobile,(direct),(none),(direct) / (none),Direct,340,91,0,15,8,0.2676470588235294,0.0,,0.5333333333333333,0.023529411764705882
2020-11-11,mobile,<Other>,organic,<Other> / organic,Organic Search,35,8,0,3,2,0.22857142857142856,0.0,,0.6666666666666666,0.05714285714285714
2020-11-11,mobile,google,organic,google / organic,Organic Search,465,118,0,24,7,0.2537634408602151,0.0,,0.2916666666666667,0.015053763440860216
2020-11-11,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,118,38,0,7,5,0.3220338983050847,0.0,,0.7142857142857143,0.0423728813559322
2020-11-11,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2020-11-11,mobile,<Other>,<Other>,<Other> / <Other>,Other,194,49,0,9,1,0.25257731958762886,0.0,,0.1111111111111111,0.005154639175257732
2020-11-11,mobile,google,cpc,google / cpc,Paid Search,77,16,0,4,1,0.2077922077922078,0.0,,0.25,0.012987012987012988
2020-11-11,mobile,<Other>,referral,<Other> / referral,Referral,143,33,0,5,1,0.23076923076923078,0.0,,0.2,0.006993006993006993
2020-11-11,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,118,27,0,2,0,0.2288135593220339,0.0,,0.0,0.0
2020-11-11,tablet,(direct),(none),(direct) / (none),Direct,21,6,0,2,1,0.2857142857142857,0.0,,0.5,0.047619047619047616
2020-11-11,tablet,<Other>,organic,<Other> / organic,Organic Search,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-11,tablet,google,organic,google / organic,Organic Search,31,6,0,1,0,0.1935483870967742,0.0,,0.0,0.0
2020-11-11,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,4,0,0,0,0,0.0,,,,0.0
2020-11-11,tablet,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,0,0,0,1.0,0.0,,,0.0
2020-11-11,tablet,<Other>,<Other>,<Other> / <Other>,Other,14,1,0,0,0,0.07142857142857142,0.0,,,0.0
2020-11-11,tablet,google,cpc,google / cpc,Paid Search,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-11,tablet,<Other>,referral,<Other> / referral,Referral,11,3,0,0,0,0.2727272727272727,0.0,,,0.0
2020-11-11,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,4,0,0,0,0,0.0,,,,0.0
2020-11-12,desktop,(direct),(none),(direct) / (none),Direct,535,135,0,21,6,0.2523364485981308,0.0,,0.2857142857142857,0.011214953271028037
2020-11-12,desktop,<Other>,organic,<Other> / organic,Organic Search,54,14,0,0,0,0.25925925925925924,0.0,,,0.0
2020-11-12,desktop,google,organic,google / organic,Organic Search,630,172,0,34,7,0.273015873015873,0.0,,0.20588235294117646,0.011111111111111112
2020-11-12,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,157,35,0,6,3,0.2229299363057325,0.0,,0.5,0.01910828025477707
2020-11-12,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,4,0,0,0,0,0.0,,,,0.0
2020-11-12,desktop,<Other>,<Other>,<Other> / <Other>,Other,302,64,0,14,2,0.2119205298013245,0.0,,0.14285714285714285,0.006622516556291391
2020-11-12,desktop,google,cpc,google / cpc,Paid Search,84,19,0,3,0,0.2261904761904762,0.0,,0.0,0.0
2020-11-12,desktop,<Other>,referral,<Other> / referral,Referral,199,52,0,8,3,0.2613065326633166,0.0,,0.375,0.01507537688442211
2020-11-12,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,203,57,0,12,8,0.28078817733990147,0.0,,0.6666666666666666,0.03940886699507389
2020-11-12,mobile,(direct),(none),(direct) / (none),Direct,336,85,0,13,4,0.25297619047619047,0.0,,0.3076923076923077,0.011904761904761904
2020-11-12,mobile,<Other>,organic,<Other> / organic,Organic Search,41,9,0,2,0,0.21951219512195122,0.0,,0.0,0.0
2020-11-12,mobile,google,organic,google / organic,Organic Search,443,110,0,21,4,0.24830699774266365,0.0,,0.19047619047619047,0.009029345372460496
2020-11-12,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,130,36,0,4,1,0.27692307692307694,0.0,,0.25,0.007692307692307693
2020-11-12,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-11-12,mobile,<Other>,<Other>,<Other> / <Other>,Other,179,55,0,10,3,0.30726256983240224,0.0,,0.3,0.01675977653631285
2020-11-12,mobile,google,cpc,google / cpc,Paid Search,46,8,0,3,1,0.17391304347826086,0.0,,0.3333333333333333,0.021739130434782608
2020-11-12,mobile,<Other>,referral,<Other> / referral,Referral,151,42,0,9,1,0.2781456953642384,0.0,,0.1111111111111111,0.006622516556291391
2020-11-12,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,143,42,0,10,8,0.2937062937062937,0.0,,0.8,0.055944055944055944
2020-11-12,tablet,(direct),(none),(direct) / (none),Direct,16,2,0,0,0,0.125,0.0,,,0.0
2020-11-12,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-11-12,tablet,google,organic,google / organic,Organic Search,18,3,0,0,0,0.16666666666666666,0.0,,,0.0
2020-11-12,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,3,3,0,0,0,1.0,0.0,,,0.0
2020-11-12,tablet,<Other>,<Other>,<Other> / <Other>,Other,7,2,0,0,0,0.2857142857142857,0.0,,,0.0
2020-11-12,tablet,google,cpc,google / cpc,Paid Search,4,0,0,0,0,0.0,,,,0.0
2020-11-12,tablet,<Other>,referral,<Other> / referral,Referral,9,2,0,0,0,0.2222222222222222,0.0,,,0.0
2020-11-12,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,5,3,0,0,0,0.6,0.0,,,0.0
2020-11-13,desktop,(direct),(none),(direct) / (none),Direct,508,138,0,27,11,0.27165354330708663,0.0,,0.4074074074074074,0.021653543307086614
2020-11-13,desktop,<Other>,organic,<Other> / organic,Organic Search,40,4,0,1,1,0.1,0.0,,1.0,0.025
2020-11-13,desktop,google,organic,google / organic,Organic Search,586,171,0,29,7,0.29180887372013653,0.0,,0.2413793103448276,0.011945392491467578
2020-11-13,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,138,33,0,13,8,0.2391304347826087,0.0,,0.6153846153846154,0.057971014492753624
2020-11-13,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2020-11-13,desktop,<Other>,<Other>,<Other> / <Other>,Other,262,68,0,20,7,0.2595419847328244,0.0,,0.35,0.026717557251908396
2020-11-13,desktop,google,cpc,google / cpc,Paid Search,67,11,0,1,0,0.16417910447761194,0.0,,0.0,0.0
2020-11-13,desktop,<Other>,referral,<Other> / referral,Referral,181,41,0,11,5,0.2265193370165746,0.0,,0.45454545454545453,0.027624309392265192
2020-11-13,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,169,43,0,13,6,0.25443786982248523,0.0,,0.46153846153846156,0.03550295857988166
2020-11-13,mobile,(direct),(none),(direct) / (none),Direct,305,77,0,9,3,0.25245901639344265,0.0,,0.3333333333333333,0.009836065573770493
2020-11-13,mobile,<Other>,organic,<Other> / organic,Organic Search,34,11,0,3,1,0.3235294117647059,0.0,,0.3333333333333333,0.029411764705882353
2020-11-13,mobile,google,organic,google / organic,Organic Search,402,97,0,25,7,0.24129353233830847,0.0,,0.28,0.017412935323383085
2020-11-13,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,102,31,0,10,8,0.30392156862745096,0.0,,0.8,0.0784313725490196
2020-11-13,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-11-13,mobile,<Other>,<Other>,<Other> / <Other>,Other,188,46,0,11,4,0.24468085106382978,0.0,,0.36363636363636365,0.02127659574468085
2020-11-13,mobile,google,cpc,google / cpc,Paid Search,43,7,0,1,0,0.16279069767441862,0.0,,0.0,0.0
2020-11-13,mobile,<Other>,referral,<Other> / referral,Referral,124,26,0,2,0,0.20967741935483872,0.0,,0.0,0.0
2020-11-13,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,107,25,0,4,1,0.2336448598130841,0.0,,0.25,0.009345794392523364
2020-11-13,tablet,(direct),(none),(direct) / (none),Direct,14,4,0,2,0,0.2857142857142857,0.0,,0.0,0.0
2020-11-13,tablet,<Other>,organic,<Other> / organic,Organic Search,3,1,0,1,0,0.3333333333333333,0.0,,0.0,0.0
2020-11-13,tablet,google,organic,google / organic,Organic Search,30,10,0,2,0,0.3333333333333333,0.0,,0.0,0.0
2020-11-13,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,4,1,0,0,0,0.25,0.0,,,0.0
2020-11-13,tablet,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2020-11-13,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,5,0,0,0,0.4166666666666667,0.0,,,0.0
2020-11-13,tablet,google,cpc,google / cpc,Paid Search,6,1,0,0,0,0.16666666666666666,0.0,,,0.0
2020-11-13,tablet,<Other>,referral,<Other> / referral,Referral,9,3,0,1,0,0.3333333333333333,0.0,,0.0,0.0
2020-11-13,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,7,1,0,0,0,0.14285714285714285,0.0,,,0.0
2020-11-14,desktop,(direct),(none),(direct) / (none),Direct,303,80,0,11,2,0.264026402640264,0.0,,0.18181818181818182,0.006600660066006601
2020-11-14,desktop,<Other>,organic,<Other> / organic,Organic Search,32,6,0,0,0,0.1875,0.0,,,0.0
2020-11-14,desktop,google,organic,google / organic,Organic Search,396,110,0,18,3,0.2777777777777778,0.0,,0.16666666666666666,0.007575757575757576
2020-11-14,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,110,29,0,5,3,0.2636363636363636,0.0,,0.6,0.02727272727272727
2020-11-14,desktop,<Other>,<Other>,<Other> / <Other>,Other,204,49,0,12,4,0.24019607843137256,0.0,,0.3333333333333333,0.0196078431372549
2020-11-14,desktop,google,cpc,google / cpc,Paid Search,54,10,0,2,0,0.18518518518518517,0.0,,0.0,0.0
2020-11-14,desktop,<Other>,referral,<Other> / referral,Referral,144,39,0,9,3,0.2708333333333333,0.0,,0.3333333333333333,0.020833333333333332
2020-11-14,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,117,30,0,7,2,0.2564102564102564,0.0,,0.2857142857142857,0.017094017094017096
2020-11-14,mobile,(direct),(none),(direct) / (none),Direct,194,52,0,7,3,0.26804123711340205,0.0,,0.42857142857142855,0.015463917525773196
2020-11-14,mobile,<Other>,organic,<Other> / organic,Organic Search,18,4,0,1,0,0.2222222222222222,0.0,,0.0,0.0
2020-11-14,mobile,google,organic,google / organic,Organic Search,310,70,0,13,1,0.22580645161290322,0.0,,0.07692307692307693,0.0032258064516129032
2020-11-14,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,65,13,0,4,2,0.2,0.0,,0.5,0.03076923076923077
2020-11-14,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-11-14,mobile,<Other>,<Other>,<Other> / <Other>,Other,138,27,0,8,2,0.1956521739130435,0.0,,0.25,0.014492753623188406
2020-11-14,mobile,google,cpc,google / cpc,Paid Search,48,9,0,1,0,0.1875,0.0,,0.0,0.0
2020-11-14,mobile,<Other>,referral,<Other> / referral,Referral,91,23,0,2,1,0.25274725274725274,0.0,,0.5,0.01098901098901099
2020-11-14,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,88,24,0,5,3,0.2727272727272727,0.0,,0.6,0.03409090909090909
2020-11-14,tablet,(direct),(none),(direct) / (none),Direct,16,5,0,1,0,0.3125,0.0,,0.0,0.0
2020-11-14,tablet,<Other>,organic,<Other> / organic,Organic Search,6,0,0,0,0,0.0,,,,0.0
2020-11-14,tablet,google,organic,google / organic,Organic Search,14,2,0,0,0,0.14285714285714285,0.0,,,0.0
2020-11-14,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,4,0,0,0,0,0.0,,,,0.0
2020-11-14,tablet,<Other>,<Other>,<Other> / <Other>,Other,6,2,0,0,0,0.3333333333333333,0.0,,,0.0
2020-11-14,tablet,google,cpc,google / cpc,Paid Search,3,0,0,0,0,0.0,,,,0.0
2020-11-14,tablet,<Other>,referral,<Other> / referral,Referral,3,0,0,0,0,0.0,,,,0.0
2020-11-14,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,3,1,0,1,0,0.3333333333333333,0.0,,0.0,0.0
2020-11-15,desktop,(direct),(none),(direct) / (none),Direct,308,73,0,18,3,0.237012987012987,0.0,,0.16666666666666666,0.00974025974025974
2020-11-15,desktop,<Other>,organic,<Other> / organic,Organic Search,41,16,0,2,2,0.3902439024390244,0.0,,1.0,0.04878048780487805
2020-11-15,desktop,google,organic,google / organic,Organic Search,374,80,0,20,2,0.21390374331550802,0.0,,0.1,0.0053475935828877
2020-11-15,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,80,17,0,5,2,0.2125,0.0,,0.4,0.025
2020-11-15,desktop,<Other>,<Other>,<Other> / <Other>,Other,180,29,0,8,0,0.16111111111111112,0.0,,0.0,0.0
